original_edge_id,metis_locality_partition,BA1_residue,BA2_residue,BA3_residue
200909,1,2,2,3
200910,2,2,2,1
200911,2,3,3,0
200912,2,3,3,0
200913,2,0,0,3
200914,2,1,1,0
200915,2,2,2,3
200916,2,3,3,0
200917,2,0,0,3
200918,2,0,0,1
200919,2,3,3,0
200920,2,3,3,3
200921,2,1,1,3
200922,2,2,2,0
200923,2,2,2,0
200924,2,1,1,1
200925,2,0,0,2
200926,2,0,0,2
200927,2,1,1,2
200928,2,1,1,2
200929,2,2,2,2
200930,2,2,2,2
200931,2,3,3,2
200932,2,0,0,2
200933,2,1,1,2
200934,2,3,3,2
200935,2,2,2,2
200936,2,3,3,2
200937,2,0,0,2
200938,2,1,1,2
200939,2,2,2,2
200940,2,3,3,2
200941,2,0,0,2
200942,2,1,1,2
200943,2,0,0,2
200944,2,3,3,2
200945,2,1,1,2
200946,1,0,0,2
200947,1,2,2,0
200948,1,1,1,2
200949,1,0,0,3
200950,1,1,1,3
200951,1,2,2,1
200952,1,1,1,3
200953,1,0,0,0
200954,1,2,2,3
200955,1,2,2,0
200956,2,1,1,0
200957,2,0,0,3
200958,1,3,3,1
200959,1,1,1,2
200960,1,3,3,3
200961,1,0,0,1
200962,2,1,1,3
200963,2,2,2,0
200964,2,1,1,2
200965,1,2,2,2
200966,1,0,0,2
200967,2,0,0,3
200968,1,0,0,2
200969,1,3,3,3
200970,1,3,3,3
200971,1,0,0,0
200972,1,3,3,3
200973,1,3,3,3
200974,2,0,0,2
200975,2,2,2,2
200976,1,2,2,3
200977,1,3,3,0
200978,1,1,1,1
200979,1,3,3,1
200980,2,3,3,2
200981,1,2,2,0
200982,2,2,2,3
200983,1,0,0,1
200984,2,2,2,3
200985,2,1,1,3
200986,1,0,0,1
200987,1,1,1,2
200988,1,2,2,2
200989,1,1,1,1
200990,2,0,0,1
200991,1,3,3,3
200992,2,3,3,1
200993,1,3,3,2
200994,1,3,3,2
200995,1,2,2,3
200996,1,2,2,1
200997,1,3,3,3
200998,1,3,3,2
200999,1,1,1,0
201000,2,2,2,1
201001,1,3,3,1
201002,1,2,2,2
201003,1,3,3,3
201004,1,2,2,2
201005,1,0,0,1
201006,2,0,0,0
201007,1,0,0,3
201008,1,0,0,2
201009,1,1,1,0
201010,2,1,1,2
201011,1,0,0,2
201012,2,1,1,3
201013,1,1,1,3
201014,1,0,0,2
201015,1,2,2,1
201016,1,3,3,1
201017,2,2,2,3
201018,1,0,0,2
201019,1,3,3,1
201020,1,0,0,1
201021,2,3,3,0
201022,2,1,1,0
201023,2,3,3,3
201024,2,3,3,3
201025,2,1,1,0
201026,1,1,1,2
201027,1,0,0,1
201028,2,2,2,2
201029,1,2,2,2
201030,2,3,3,3
201031,2,0,0,2
201032,2,2,2,2
201033,2,0,0,3
201034,1,1,1,3
201035,2,0,0,1
201036,2,2,2,2
201037,2,3,3,3
201038,2,0,0,2
201039,2,3,3,1
201040,2,0,0,1
201041,2,0,0,0
201042,2,3,3,1
201043,2,2,2,0
201044,2,1,1,0
201045,2,1,1,0
201046,2,2,2,1
201047,2,1,1,3
201048,1,1,1,3
201049,2,1,1,2
201050,1,1,1,1
201051,1,2,2,1
201052,2,1,1,3
201053,2,2,2,1
201054,2,1,1,0
201055,2,2,2,1
201056,2,1,1,1
201057,2,3,3,3
201058,2,3,3,0
201059,2,3,3,2
201060,2,2,2,3
201061,2,0,0,1
201062,2,2,2,3
201063,2,2,2,3
201064,2,0,0,0
201065,1,0,0,2
201066,1,2,2,0
201067,2,2,2,3
201068,2,3,3,1
201069,2,0,0,1
201070,2,3,3,0
201071,2,3,3,2
201072,2,1,1,3
201073,1,1,1,3
201074,2,1,1,0
201075,2,2,2,1
201076,1,1,1,2
201077,2,3,3,0
201078,2,3,3,1
201079,2,2,2,3
201080,2,3,3,1
201081,2,0,0,2
201082,2,2,2,3
201083,2,0,0,0
201084,2,1,1,0
201085,2,0,0,1
201086,2,3,3,3
201087,2,2,2,0
201088,2,1,1,1
201089,2,0,0,3
201090,2,3,3,0
201091,2,1,1,2
201092,2,2,2,1
201093,2,3,3,2
201094,2,0,0,2
201095,2,1,1,1
201096,2,2,2,3
201097,2,3,3,0
201098,2,0,0,0
201099,2,1,1,3
201100,2,2,2,1
201101,1,3,3,1
201102,1,0,0,1
201103,2,0,0,3
201104,1,0,0,2
201105,2,0,0,1
201106,1,2,2,2
201107,2,2,2,0
201108,2,1,1,3
201109,2,3,3,0
201110,2,1,1,2
201111,2,0,0,1
201112,2,3,3,3
201113,2,1,1,0
201114,2,2,2,1
201115,2,3,3,3
201116,2,1,1,0
201117,2,3,3,1
201118,2,3,3,3
201119,2,2,2,3
201120,2,0,0,0
201121,1,1,1,1
201122,1,2,2,1
201123,2,0,0,2
201124,1,1,1,2
201125,2,3,3,3
201126,2,2,2,0
201127,1,1,1,3
201128,2,0,0,0
201129,2,2,2,0
201130,2,0,0,3
201131,1,1,1,2
201132,2,3,3,1
201133,2,2,2,1
201134,2,3,3,0
201135,2,0,0,3
201136,2,1,1,0
201137,2,0,0,1
201138,2,3,3,3
201139,2,2,2,0
201140,2,1,1,1
201141,2,2,2,3
201142,2,3,3,0
201143,2,0,0,1
201144,2,1,1,3
201145,2,2,2,0
201146,2,0,0,1
201147,2,3,3,3
201148,2,2,2,3
201149,2,1,1,2
201150,2,1,1,0
201151,2,1,1,3
201152,2,3,3,0
201153,2,1,1,1
201154,2,0,0,0
201155,2,2,2,3
201156,2,2,2,1
201157,2,0,0,3
201158,2,3,3,0
201159,2,3,3,3
201160,2,0,0,1
201161,2,2,2,3
201162,2,1,1,3
201163,2,0,0,0
201164,2,1,1,0
201165,2,3,3,0
201166,2,2,2,1
201167,2,2,2,2
201168,2,0,0,2
201169,2,1,1,2
201170,2,3,3,2
201171,2,0,0,2
201172,2,2,2,2
201173,2,3,3,2
201174,2,0,0,2
201175,2,1,1,2
201176,2,1,1,2
201177,2,2,2,2
201178,2,3,3,2
201179,2,0,0,2
201180,2,1,1,2
201181,2,2,2,2
201182,2,3,3,2
201183,2,0,0,2
201184,2,1,1,2
201185,2,2,2,2
201186,2,3,3,2
201187,2,3,3,2
201188,1,2,2,2
201189,1,0,0,3
201190,1,3,3,3
201191,1,0,0,3
201192,1,1,1,3
201193,1,2,2,1
201194,1,1,1,0
201195,1,3,3,0
201196,1,3,3,3
201197,1,2,2,3
201198,1,0,0,0
201199,1,2,2,2
201200,1,3,3,1
201201,1,1,1,2
201202,1,0,0,3
201203,1,0,0,1
201204,2,1,1,3
201205,2,1,1,3
201206,1,1,1,1
201207,1,2,2,2
201208,1,0,0,2
201209,1,2,2,3
201210,1,1,1,2
201211,1,1,1,3
201212,1,3,3,2
201213,1,0,0,0
201214,1,3,3,2
201215,1,1,1,3
201216,1,0,0,1
201217,1,2,2,1
201218,1,1,1,3
201219,1,0,0,3
201220,1,2,2,1
201221,1,3,3,1
201222,1,3,3,1
201223,1,3,3,3
201224,1,0,0,1
201225,1,3,3,2
201226,1,2,2,0
201227,1,1,1,2
201228,1,0,0,1
201229,1,2,2,2
201230,1,1,1,3
201231,1,1,1,1
201232,1,0,0,2
201233,1,2,2,0
201234,1,2,2,2
201235,1,0,0,0
201236,1,0,0,2
201237,1,3,3,0
201238,1,2,2,1
201239,1,0,0,2
201240,1,0,0,2
201241,1,3,3,0
201242,1,3,3,3
201243,1,3,3,1
201244,1,2,2,3
201245,1,3,3,2
201246,1,0,0,2
201247,1,0,0,1
201248,1,2,2,0
201249,1,2,2,3
201250,1,0,0,2
201251,1,3,3,2
201252,1,1,1,1
201253,1,0,0,3
201254,1,1,1,2
201255,1,1,1,3
201256,1,1,1,2
201257,1,2,2,1
201258,1,3,3,1
201259,1,2,2,3
201260,1,3,3,2
201261,1,3,3,1
201262,2,0,0,2
201263,1,3,3,0
201264,1,1,1,2
201265,2,3,3,0
201266,1,2,2,3
201267,1,2,2,3
201268,1,0,0,1
201269,1,1,1,3
201270,1,2,2,1
201271,1,0,0,2
201272,1,3,3,2
201273,1,0,0,1
201274,1,0,0,1
201275,2,1,1,1
201276,2,1,1,3
201277,1,0,0,2
201278,2,2,2,2
201279,1,3,3,3
201280,1,0,0,1
201281,1,0,0,2
201282,1,3,3,2
201283,2,0,0,1
201284,1,2,2,2
201285,1,2,2,3
201286,1,1,1,3
201287,2,2,2,0
201288,2,3,3,1
201289,2,1,1,1
201290,1,3,3,0
201291,1,1,1,1
201292,1,1,1,1
201293,2,2,2,2
201294,2,1,1,0
201295,1,3,3,0
201296,1,1,1,2
201297,1,3,3,1
201298,1,2,2,3
201299,1,0,0,2
201300,1,2,2,2
201301,1,1,1,0
201302,1,1,1,2
201303,1,2,2,2
201304,1,3,3,3
201305,1,2,2,0
201306,1,1,1,1
201307,1,3,3,0
201308,1,2,2,0
201309,1,2,2,2
201310,1,1,1,2
201311,1,0,0,3
201312,1,3,3,0
201313,1,0,0,3
201314,1,3,3,0
201315,2,1,1,1
201316,1,1,1,2
201317,1,0,0,3
201318,1,2,2,3
201319,1,3,3,1
201320,1,2,2,2
201321,1,0,0,0
201322,1,1,1,3
201323,1,3,3,1
201324,1,0,0,1
201325,1,0,0,2
201326,1,1,1,3
201327,2,2,2,0
201328,1,3,3,0
201329,1,3,3,3
201330,1,1,1,0
201331,1,2,2,3
201332,2,0,0,1
201333,2,1,1,1
201334,2,2,2,1
201335,1,3,3,1
201336,2,1,1,1
201337,1,0,0,0
201338,2,3,3,1
201339,2,2,2,1
201340,2,1,1,1
201341,2,0,0,1
201342,2,3,3,1
201343,1,2,2,1
201344,1,0,0,1
201345,1,0,0,2
201346,2,1,1,3
201347,2,3,3,3
201348,1,1,1,2
201349,1,2,2,0
201350,1,0,0,2
201351,1,1,1,2
201352,1,2,2,2
201353,1,3,3,2
201354,2,0,0,1
201355,1,3,3,0
201356,2,2,2,2
201357,2,0,0,1
201358,2,1,1,3
201359,2,1,1,1
201360,1,1,1,2
201361,2,0,0,0
201362,1,0,0,0
201363,1,2,2,1
201364,1,3,3,1
201365,2,2,2,2
201366,1,3,3,2
201367,2,3,3,0
201368,2,2,2,3
201369,2,0,0,3
201370,2,1,1,0
201371,2,2,2,3
201372,1,3,3,2
201373,2,2,2,3
201374,1,0,0,3
201375,1,1,1,0
201376,2,3,3,1
201377,1,0,0,0
201378,2,1,1,3
201379,2,2,2,0
201380,2,0,0,3
201381,1,3,3,0
201382,1,2,2,3
201383,2,1,1,1
201384,2,0,0,1
201385,2,3,3,1
201386,2,2,2,1
201387,2,1,1,0
201388,2,3,3,1
201389,2,0,0,3
201390,1,1,1,3
201391,1,2,2,1
201392,1,2,2,2
201393,1,2,2,2
201394,1,3,3,3
201395,1,2,2,2
201396,2,0,0,0
201397,2,1,1,1
201398,2,1,1,0
201399,2,3,3,1
201400,1,3,3,3
201401,2,0,0,3
201402,2,2,2,3
201403,1,0,0,2
201404,1,1,1,0
201405,2,1,1,0
201406,1,3,3,0
201407,1,2,2,3
201408,2,3,3,1
201409,1,0,0,1
201410,1,0,0,1
201411,1,1,1,1
201412,2,1,1,2
201413,2,2,2,2
201414,2,2,2,2
201415,2,3,3,2
201416,2,0,0,2
201417,2,1,1,2
201418,2,3,3,2
201419,2,2,2,2
201420,2,3,3,2
201421,2,0,0,2
201422,2,1,1,2
201423,2,2,2,2
201424,2,3,3,2
201425,2,0,0,2
201426,2,1,1,2
201427,2,0,0,2
201428,2,3,3,2
201429,2,1,1,2
201430,1,1,1,3
201431,1,0,0,3
201432,1,1,1,2
201433,1,2,2,1
201434,1,2,2,2
201435,1,2,2,3
201436,2,3,3,3
201437,1,1,1,0
201438,2,2,2,3
201439,1,0,0,3
201440,1,3,3,0
201441,1,3,3,2
201442,1,3,3,1
201443,1,0,0,2
201444,1,0,0,3
201445,1,0,0,1
201446,2,1,1,3
201447,1,0,0,2
201448,1,1,1,1
201449,2,2,2,3
201450,1,2,2,2
201451,1,2,2,0
201452,1,0,0,2
201453,1,1,1,0
201454,1,0,0,3
201455,1,2,2,3
201456,1,3,3,1
201457,1,2,2,1
201458,2,2,2,3
201459,1,1,1,0
201460,2,1,1,2
201461,1,3,3,1
201462,1,3,3,1
201463,2,0,0,0
201464,2,1,1,1
201465,2,0,0,2
201466,1,2,2,2
201467,1,0,0,0
201468,1,3,3,2
201469,1,1,1,2
201470,2,0,0,2
201471,2,1,1,1
201472,2,1,1,3
201473,1,1,1,1
201474,1,2,2,2
201475,2,3,3,3
201476,2,2,2,3
201477,2,2,2,1
201478,1,0,0,2
201479,2,3,3,3
201480,1,2,2,1
201481,1,2,2,2
201482,1,0,0,2
201483,1,3,3,0
201484,1,0,0,0
201485,1,3,3,1
201486,2,2,2,3
201487,1,3,3,2
201488,1,0,0,3
201489,1,0,0,1
201490,2,2,2,0
201491,1,1,1,2
201492,2,2,2,1
201493,2,0,0,3
201494,1,1,1,1
201495,1,0,0,3
201496,1,1,1,2
201497,1,1,1,2
201498,2,2,2,1
201499,2,2,2,2
201500,2,3,3,2
201501,2,2,2,3
201502,2,2,2,1
201503,2,3,3,2
201504,2,0,0,2
201505,2,3,3,0
201506,2,3,3,1
201507,2,1,1,0
201508,2,1,1,0
201509,2,1,1,0
201510,2,1,1,3
201511,1,0,0,1
201512,2,2,2,3
201513,2,3,3,2
201514,2,2,2,2
201515,2,1,1,1
201516,1,0,0,1
201517,2,0,0,1
201518,2,1,1,3
201519,2,3,3,1
201520,2,2,2,2
201521,1,3,3,3
201522,2,0,0,2
201523,2,3,3,1
201524,1,0,0,2
201525,2,2,2,1
201526,2,2,2,1
201527,2,0,0,0
201528,2,3,3,0
201529,2,3,3,1
201530,2,3,3,0
201531,2,3,3,3
201532,2,1,1,3
201533,2,1,1,2
201534,2,1,1,3
201535,2,2,2,2
201536,2,3,3,3
201537,2,0,0,3
201538,2,1,1,0
201539,2,3,3,2
201540,2,1,1,0
201541,2,0,0,1
201542,2,2,2,3
201543,2,0,0,0
201544,2,1,1,3
201545,2,0,0,1
201546,2,3,3,3
201547,2,1,1,1
201548,2,1,1,1
201549,2,3,3,0
201550,2,3,3,3
201551,2,3,3,2
201552,2,2,2,0
201553,2,3,3,3
201554,1,1,1,2
201555,2,0,0,1
201556,2,2,2,0
201557,2,3,3,3
201558,2,1,1,1
201559,2,0,0,3
201560,2,2,2,3
201561,2,2,2,3
201562,2,3,3,0
201563,2,0,0,2
201564,2,3,3,3
201565,2,2,2,0
201566,2,0,0,0
201567,2,1,1,0
201568,2,2,2,3
201569,2,3,3,0
201570,2,0,0,3
201571,2,1,1,2
201572,2,2,2,1
201573,2,3,3,3
201574,2,1,1,0
201575,2,0,0,2
201576,2,2,2,2
201577,2,0,0,1
201578,2,3,3,0
201579,2,2,2,3
201580,2,1,1,0
201581,2,0,0,0
201582,2,3,3,3
201583,2,1,1,0
201584,2,3,3,3
201585,2,2,2,2
201586,2,0,0,2
201587,2,0,0,1
201588,2,1,1,0
201589,2,3,3,1
201590,2,1,1,1
201591,2,2,2,3
201592,2,0,0,1
201593,2,3,3,1
201594,2,2,2,1
201595,2,1,1,1
201596,2,0,0,3
201597,2,2,2,0
201598,2,3,3,2
201599,2,0,0,3
201600,2,1,1,0
201601,2,2,2,1
201602,2,3,3,1
201603,2,1,1,3
201604,2,2,2,3
201605,2,0,0,2
201606,2,3,3,2
201607,2,0,0,2
201608,2,3,3,1
201609,2,1,1,0
201610,2,2,2,3
201611,2,0,0,0
201612,2,1,1,3
201613,2,3,3,0
201614,2,0,0,3
201615,2,1,1,0
201616,2,0,0,0
201617,2,2,2,3
201618,2,2,2,0
201619,2,3,3,3
201620,2,1,1,0
201621,2,2,2,1
201622,2,1,1,0
201623,2,0,0,3
201624,2,3,3,1
201625,2,2,2,3
201626,2,3,3,0
201627,2,0,0,1
201628,2,1,1,3
201629,2,2,2,0
201630,2,0,0,1
201631,2,3,3,3
201632,2,1,1,3
201633,2,2,2,2
201634,2,1,1,3
201635,1,1,1,3
201636,2,2,2,0
201637,2,0,0,0
201638,2,0,0,3
201639,2,3,3,1
201640,2,2,2,1
201641,2,1,1,3
201642,2,0,0,0
201643,2,3,3,0
201644,2,3,3,1
201645,2,2,2,0
201646,2,1,1,0
201647,2,1,1,3
201648,2,0,0,0
201649,2,2,2,3
201650,2,3,3,1
201651,2,2,2,2
201652,2,0,0,2
201653,2,1,1,2
201654,2,3,3,2
201655,2,0,0,2
201656,2,2,2,2
201657,2,3,3,2
201658,2,0,0,2
201659,2,1,1,2
201660,2,1,1,2
201661,2,2,2,2
201662,2,3,3,2
201663,2,0,0,2
201664,2,1,1,2
201665,2,2,2,2
201666,2,3,3,2
201667,2,0,0,2
201668,2,1,1,2
201669,2,2,2,2
201670,2,3,3,2
201671,2,3,3,2
201672,1,0,0,3
201673,1,0,0,3
201674,1,1,1,3
201675,1,2,2,1
201676,1,3,3,0
201677,1,0,0,0
201678,1,2,2,0
201679,1,1,1,3
201680,1,2,2,3
201681,1,0,0,0
201682,1,1,1,0
201683,2,3,3,3
201684,1,3,3,1
201685,1,1,1,2
201686,1,0,0,2
201687,1,0,0,1
201688,2,1,1,3
201689,1,0,0,2
201690,2,1,1,2
201691,1,2,2,2
201692,1,3,3,3
201693,1,3,3,3
201694,1,0,0,3
201695,1,3,3,3
201696,1,2,2,3
201697,1,1,1,3
201698,1,3,3,1
201699,1,2,2,1
201700,1,1,1,2
201701,1,1,1,3
201702,1,2,2,1
201703,1,3,3,1
201704,2,3,3,2
201705,2,3,3,0
201706,2,3,3,1
201707,1,0,0,1
201708,1,0,0,2
201709,2,0,0,0
201710,1,2,2,3
201711,2,1,1,3
201712,1,0,0,1
201713,1,0,0,2
201714,1,3,3,0
201715,1,1,1,1
201716,2,0,0,1
201717,1,2,2,0
201718,2,2,2,1
201719,2,0,0,3
201720,1,0,0,2
201721,1,2,2,0
201722,1,2,2,1
201723,1,2,2,2
201724,2,3,3,3
201725,2,0,0,3
201726,1,1,1,0
201727,2,3,3,2
201728,1,3,3,3
201729,2,2,2,3
201730,1,3,3,2
201731,1,0,0,1
201732,1,0,0,3
201733,1,2,2,0
201734,1,2,2,2
201735,2,3,3,0
201736,1,3,3,2
201737,1,1,1,1
201738,1,2,2,1
201739,1,0,0,2
201740,2,3,3,2
201741,2,2,2,3
201742,2,1,1,3
201743,2,1,1,3
201744,1,2,2,2
201745,1,3,3,1
201746,1,0,0,1
201747,1,1,1,2
201748,2,1,1,3
201749,2,2,2,1
201750,2,2,2,1
201751,2,1,1,0
201752,2,0,0,0
201753,2,3,3,3
201754,2,2,2,1
201755,2,3,3,1
201756,2,1,1,2
201757,2,1,1,2
201758,2,0,0,3
201759,2,0,0,0
201760,2,1,1,3
201761,1,0,0,1
201762,2,2,2,3
201763,2,3,3,2
201764,2,0,0,2
201765,2,1,1,1
201766,2,0,0,2
201767,2,0,0,3
201768,2,1,1,3
201769,2,3,3,1
201770,2,2,2,2
201771,2,3,3,2
201772,2,0,0,2
201773,2,2,2,1
201774,2,3,3,1
201775,2,1,1,1
201776,2,0,0,1
201777,2,2,2,3
201778,2,1,1,0
201779,2,0,0,1
201780,2,3,3,0
201781,2,2,2,3
201782,1,1,1,3
201783,1,1,1,1
201784,1,1,1,1
201785,2,2,2,2
201786,2,2,2,3
201787,2,2,2,3
201788,1,2,2,2
201789,2,3,3,2
201790,2,1,1,3
201791,2,3,3,1
201792,2,3,3,0
201793,2,1,1,0
201794,2,0,0,0
201795,2,0,0,3
201796,2,3,3,0
201797,2,0,0,1
201798,2,2,2,1
201799,2,3,3,3
201800,2,1,1,0
201801,2,1,1,2
201802,2,2,2,3
201803,2,3,3,0
201804,2,1,1,1
201805,1,0,0,2
201806,2,2,2,0
201807,2,1,1,3
201808,2,1,1,0
201809,2,3,3,0
201810,2,2,2,1
201811,2,1,1,0
201812,2,3,3,3
201813,2,0,0,2
201814,2,2,2,1
201815,2,3,3,3
201816,2,0,0,0
201817,2,1,1,1
201818,2,2,2,3
201819,2,3,3,0
201820,2,0,0,1
201821,2,1,1,2
201822,2,2,2,1
201823,2,3,3,0
201824,2,0,0,3
201825,2,1,1,2
201826,2,2,2,2
201827,2,3,3,1
201828,2,0,0,3
201829,2,1,1,0
201830,2,2,2,0
201831,2,3,3,3
201832,2,1,1,1
201833,2,0,0,0
201834,2,3,3,3
201835,2,2,2,2
201836,2,0,0,2
201837,2,1,1,1
201838,2,2,2,3
201839,2,3,3,1
201840,2,3,3,3
201841,1,0,0,0
201842,1,3,3,2
201843,2,0,0,3
201844,2,0,0,3
201845,1,2,2,2
201846,2,1,1,0
201847,2,1,1,1
201848,2,2,2,2
201849,2,3,3,1
201850,2,0,0,1
201851,2,1,1,2
201852,2,1,1,3
201853,2,0,0,0
201854,2,2,2,0
201855,2,2,2,0
201856,2,0,0,1
201857,2,3,3,3
201858,2,2,2,0
201859,2,1,1,1
201860,2,3,3,0
201861,2,0,0,3
201862,2,3,3,1
201863,2,1,1,3
201864,2,0,0,0
201865,2,2,2,1
201866,2,1,1,3
201867,2,2,2,0
201868,2,3,3,1
201869,2,0,0,3
201870,2,1,1,0
201871,2,2,2,1
201872,2,3,3,3
201873,2,0,0,0
201874,2,2,2,3
201875,2,1,1,2
201876,2,0,0,3
201877,2,2,2,0
201878,2,0,0,1
201879,2,1,1,1
201880,2,3,3,3
201881,2,2,2,0
201882,2,3,3,3
201883,2,1,1,0
201884,2,2,2,1
201885,2,0,0,0
201886,2,3,3,3
201887,2,3,3,3
201888,2,1,1,1
201889,2,1,1,0
201890,2,2,2,3
201891,2,2,2,0
201892,2,3,3,3
201893,2,0,0,2
201894,2,0,0,2
201895,2,1,1,2
201896,2,1,1,2
201897,2,2,2,2
201898,2,2,2,2
201899,2,3,3,2
201900,2,0,0,2
201901,2,1,1,2
201902,2,3,3,2
201903,2,2,2,2
201904,2,3,3,2
201905,2,0,0,2
201906,2,1,1,2
201907,2,2,2,2
201908,2,3,3,2
201909,2,0,0,2
201910,2,1,1,2
201911,2,0,0,2
201912,2,3,3,2
201913,2,1,1,2
201914,1,0,0,2
201915,1,0,0,3
201916,1,1,1,3
201917,1,2,2,1
201918,1,1,1,2
201919,1,3,3,0
201920,1,2,2,3
201921,1,1,1,3
201922,1,2,2,3
201923,1,0,0,0
201924,1,3,3,0
201925,1,3,3,3
201926,1,3,3,1
201927,1,1,1,2
201928,1,0,0,2
201929,1,0,0,1
201930,1,1,1,3
201931,1,1,1,2
201932,1,2,2,2
201933,1,1,1,1
201934,1,1,1,2
201935,1,2,2,3
201936,1,0,0,3
201937,1,0,0,0
201938,1,2,2,3
201939,1,1,1,0
201940,1,3,3,1
201941,1,2,2,1
201942,1,1,1,2
201943,1,3,3,3
201944,1,2,2,1
201945,1,3,3,1
201946,1,3,3,3
201947,1,3,3,1
201948,1,3,3,2
201949,1,0,0,1
201950,1,0,0,2
201951,1,3,3,3
201952,1,0,0,0
201953,1,1,1,3
201954,1,0,0,1
201955,1,2,2,2
201956,1,3,3,2
201957,1,1,1,1
201958,1,2,2,0
201959,1,1,1,2
201960,1,2,2,3
201961,1,0,0,2
201962,1,2,2,2
201963,1,2,2,0
201964,1,2,2,1
201965,1,1,1,3
201966,1,0,0,2
201967,1,2,2,0
201968,1,2,2,3
201969,1,3,3,1
201970,1,3,3,2
201971,1,2,2,3
201972,1,1,1,2
201973,1,0,0,1
201974,1,0,0,3
201975,1,2,2,2
201976,1,3,3,2
201977,1,0,0,0
201978,1,1,1,1
201979,1,0,0,2
201980,2,1,1,3
201981,1,3,3,3
201982,1,1,1,2
201983,1,2,2,1
201984,1,3,3,1
201985,1,2,2,2
201986,1,2,2,2
201987,1,3,3,1
201988,1,0,0,1
201989,1,1,1,0
201990,1,0,0,0
201991,1,0,0,3
201992,1,3,3,0
201993,2,3,3,1
201994,1,1,1,2
201995,1,2,2,2
201996,1,1,1,3
201997,1,3,3,0
201998,1,0,0,1
201999,1,3,3,1
202000,1,2,2,2
202001,2,0,0,0
202002,1,1,1,3
202003,1,0,0,1
202004,1,1,1,2
202005,1,2,2,2
202006,1,3,3,1
202007,1,2,2,1
202008,2,3,3,0
202009,1,0,0,1
202010,1,1,1,3
202011,1,1,1,2
202012,1,2,2,1
202013,1,2,2,0
202014,1,1,1,1
202015,1,3,3,1
202016,1,0,0,1
202017,1,0,0,3
202018,1,0,0,0
202019,1,3,3,2
202020,1,2,2,2
202021,1,1,1,1
202022,1,3,3,2
202023,2,2,2,1
202024,1,0,0,2
202025,1,2,2,2
202026,2,1,1,1
202027,1,3,3,0
202028,1,2,2,2
202029,1,0,0,0
202030,2,1,1,1
202031,1,3,3,1
202032,1,0,0,0
202033,1,3,3,2
202034,1,1,1,3
202035,1,2,2,0
202036,2,0,0,1
202037,1,1,1,2
202038,1,2,2,0
202039,1,1,1,2
202040,1,0,0,3
202041,1,0,0,2
202042,1,3,3,3
202043,2,3,3,2
202044,1,3,3,0
202045,1,2,2,0
202046,1,1,1,2
202047,1,0,0,2
202048,2,3,3,1
202049,2,3,3,1
202050,1,2,2,3
202051,1,1,1,3
202052,2,0,0,0
202053,1,3,3,3
202054,1,2,2,3
202055,2,2,2,1
202056,2,1,1,1
202057,1,3,3,1
202058,2,0,0,1
202059,2,2,2,1
202060,2,1,1,1
202061,2,0,0,3
202062,2,3,3,1
202063,2,2,2,3
202064,2,1,1,1
202065,1,1,1,0
202066,1,3,3,3
202067,2,0,0,2
202068,1,0,0,2
202069,1,2,2,1
202070,1,3,3,1
202071,1,2,2,2
202072,2,3,3,3
202073,2,1,1,0
202074,1,1,1,0
202075,1,2,2,3
202076,1,3,3,3
202077,1,0,0,0
202078,1,0,0,1
202079,2,1,1,2
202080,1,0,0,1
202081,2,2,2,0
202082,2,3,3,3
202083,2,1,1,3
202084,1,1,1,2
202085,1,0,0,0
202086,1,1,1,2
202087,1,0,0,2
202088,2,0,0,1
202089,2,1,1,0
202090,2,2,2,1
202091,1,2,2,2
202092,2,2,2,3
202093,1,2,2,0
202094,1,3,3,0
202095,1,3,3,1
202096,1,1,1,2
202097,2,3,3,3
202098,1,0,0,0
202099,1,0,0,3
202100,1,2,2,0
202101,1,3,3,3
202102,2,3,3,1
202103,2,0,0,1
202104,1,2,2,3
202105,1,1,1,0
202106,1,3,3,3
202107,1,0,0,3
202108,1,1,1,0
202109,1,2,2,3
202110,1,3,3,0
202111,1,0,0,3
202112,1,1,1,0
202113,2,2,2,1
202114,2,3,3,1
202115,1,0,0,3
202116,1,1,1,3
202117,2,2,2,2
202118,1,0,0,2
202119,2,0,0,0
202120,1,0,0,2
202121,1,1,1,0
202122,1,1,1,3
202123,2,2,2,1
202124,2,3,3,1
202125,2,1,1,1
202126,2,2,2,1
202127,1,2,2,2
202128,1,3,3,3
202129,1,1,1,3
202130,1,1,1,0
202131,1,3,3,0
202132,1,0,0,2
202133,1,2,2,3
202134,1,3,3,0
202135,1,2,2,1
202136,1,0,0,1
202137,1,1,1,1
202138,2,3,3,2
202139,1,0,0,1
202140,2,2,2,2
202141,2,3,3,2
202142,2,0,0,2
202143,2,1,1,2
202144,1,1,1,1
202145,1,2,2,1
202146,2,3,3,2
202147,2,0,0,2
202148,2,1,1,2
202149,2,2,2,2
202150,2,3,3,2
202151,2,0,0,2
202152,2,1,1,2
202153,2,2,2,2
202154,2,3,3,2
202155,2,3,3,2
202156,1,0,0,2
202157,1,0,0,3
202158,1,1,1,3
202159,2,1,1,3
202160,1,0,0,3
202161,1,2,2,1
202162,1,1,1,0
202163,1,3,3,0
202164,1,2,2,2
202165,1,0,0,3
202166,1,1,1,0
202167,1,0,0,3
202168,1,3,3,1
202169,1,0,0,2
202170,2,3,3,3
202171,2,0,0,2
202172,1,1,1,2
202173,2,1,1,1
202174,2,1,1,2
202175,2,2,2,3
202176,1,1,1,2
202177,1,2,2,3
